74677380,163127,Heavy Chin-Ups,1050,15,"43,550.00"
75326243,163654,Heavy Chin-Ups,660,15,"43,557.00"
76817367,361496,Wide Grip Pulldown Fat Grip,3480,24,"43,564.00"
65346217,163669,Barbell Bench Press,9553,46,"43,559.00"
70738444,363965,Reverse Crunch,0,180,"43,549.00"
75028643,368903,Leg Press,4960,8,"43,552.00"
65346286,368725,Bent Knee Ankle Touches,0,120,"43,571.00"
75028200,163665,Reverse Lunge to Landmine Press,792,24,"43,552.00"
74677448,363935,Shoulder 30's,375,30,"43,550.00"
73959110,163148,Cable Face-Pulls,3080,32,"43,550.00"
75596906,163672,Chest Supported Row,1200,24,"43,571.00"
75028649,163668,Reverse Crunch,0,24,"43,552.00"
75028647,363937,Wide Grip Pulldown Fat Grip,2240,8,"43,552.00"
75326231,163138,Barbell Bench Press,7634,34,"43,556.00"
70738467,163355,Cable Scap Retractions,3960,36,"43,556.00"
75326262,163358,Physioball Windshield Wipers,0,24,"43,559.00"
75124829,163657,MedBall Squat Jump,240,12,"43,553.00"
75124828,369095,Single-Arm Landmine Rotational Press,528,24,"43,553.00"
65346207,363925,Lat Pull-Down,4600,20,"43,557.00"
65346275,163396,Straight leg situp,0,45,"43,570.00"
65346250,363925,Reverse Hypers,0,90,"43,564.00"
75326231,163676,Barbell Bench Press,7164,34,"43,556.00"
76818236,363930,Palloff Press,1920,48,"43,564.00"
65346277,163652,Lat Pull-Down,4200,20,"43,571.00"
76572315,163664,Reverse Crunch,0,24,"43,563.00"
75326261,163142,Lat Pull-Down,3840,24,"43,559.00"
65346250,163675,Reverse Hypers,0,90,"43,564.00"
75326244,163406,Split Stance Cable Punch,720,24,"43,557.00"
75326242,163388,Seated Cable Row,3225,15,"43,557.00"
74414762,374334,Fat Grip Wide Cable Row,4550,30,"43,549.00"
77706529,363935,Ab Wheel Rollouts,0,24,"43,571.00"
75124826,363940,Hang Clean,1056,12,"43,553.00"
74678141,362372,Chest Supported Row,1020,24,"43,550.00"
75028632,363921,Heavy Chin-Ups,495,9,"43,552.00"
76816793,163666,DB Goblet Squat,1020,24,"43,564.00"
76572310,163127,Seated Cable Row,2400,8,"43,563.00"
74677408,163676,Kneeling Cable Punch,1200,24,"43,550.00"
75027959,163397,Palloff Press,3600,60,"43,552.00"
70738452,363965,Hamstring Curl Machine,2625,30,"43,552.00"
70738467,363965,Cable Scap Retractions,3600,36,"43,556.00"
75028649,163139,Reverse Crunch,0,24,"43,552.00"
65346242,163672,Lat Pull-Down,4150,20,"43,564.00"
75124831,374334,MedBall Chest Pass,192,12,"43,553.00"
74677802,368780,Heavy Chin-Ups,0,19,"43,550.00"
77527164,363926,Landmine Fat Grip Single-Arm Row,660,20,"43,570.00"
77706526,163364,DB Close Grip Bench,1728,24,"43,571.00"
75326242,363935,Seated Cable Row,3600,15,"43,557.00"
75326270,163676,Barbell Back Squat,2552,8,"43,559.00"
75028200,363938,Reverse Lunge to Landmine Press,528,24,"43,552.00"
76572310,363942,Seated Cable Row,2320,8,"43,563.00"
77526470,163406,Barbell Incline Bench Press,2200,20,"43,570.00"
76817367,163174,Wide Grip Pulldown Fat Grip,4200,24,"43,564.00"
75606988,163672,DB Bench Press,888,8,"43,556.00"
70738520,163355,Deadbugs,0,60,"43,570.00"
